CFSLGR_DataFile,,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,,
íËäi,100,100,,2,2,2,,,0.276826389
åoâﬂéûä‘[sec],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],,,
6.0992,0,0.08,0.27,0.002,0,0.002,,,
6.1,-0.04,0.08,0.28,0.004,-0.005,0.003,,,
6.1008,-0.11,0.03,0.31,0.004,-0.003,0.004,,,
6.1017,-0.04,0,0.24,0.005,0,0.002,,,
6.1025,0.03,-0.06,0.19,0.005,0.001,0.004,,,
6.1033,0.05,-0.03,0.2,0.006,0.002,0.003,,,
6.1042,0.07,-0.01,0.15,0.004,0.004,0.003,,,
6.105,0.05,0.05,0.09,0.004,0.003,0.002,,,
6.1058,0.02,0.04,0.16,0.006,0.004,0.002,,,
6.1067,0.06,0.01,0.12,0.008,0.006,0.002,,,
6.1075,0.07,-0.01,0,0.007,0.003,0.001,,,
6.1083,0.02,-0.03,0.01,0.009,0.002,0.001,,,
6.1092,0.02,-0.06,-0.07,0.009,0.001,0.001,,,
6.11,0,-0.03,-0.14,0.008,-0.001,0,,,
6.1108,0.03,-0.07,-0.06,0.012,0.001,0,,,
6.1117,0.08,-0.1,0,0.011,0,0,,,
6.1125,-0.01,-0.04,-0.11,0.011,-0.006,0,,,
6.1133,-0.1,-0.05,-0.01,0.014,-0.006,0,,,
6.1142,-0.02,-0.09,0.11,0.014,-0.002,0.001,,,
6.115,0.03,-0.04,0.12,0.02,-0.006,0,,,
6.1158,-0.01,-0.11,0.19,0.028,-0.008,0.002,,,
6.1167,-0.05,-0.12,0.08,0.033,-0.012,0,,,
6.1175,-0.08,-0.14,0.14,0.04,-0.015,0.001,,,
6.1183,-0.09,-0.21,0.11,0.051,-0.018,0,,,
6.1192,-0.1,-0.24,0.06,0.057,-0.021,0.001,,,
6.12,-0.1,-0.22,-0.02,0.066,-0.025,0,,,
6.1208,-0.14,-0.29,0.01,0.076,-0.028,0,,,
6.1217,-0.15,-0.3,-0.01,0.081,-0.03,0,,,
6.1225,-0.14,-0.28,-0.17,0.087,-0.033,0,,,
6.1233,-0.16,-0.3,-0.06,0.092,-0.033,0,,,
6.1242,-0.13,-0.37,-0.12,0.099,-0.035,-0.001,,,
6.125,-0.17,-0.34,-0.07,0.101,-0.038,0,,,
6.1258,-0.14,-0.38,0.05,0.109,-0.035,0,,,
6.1267,-0.09,-0.46,0.13,0.112,-0.036,0,,,
6.1275,-0.13,-0.41,0.19,0.113,-0.038,0,,,
6.1283,-0.14,-0.41,0.13,0.117,-0.037,0.001,,,
6.1292,-0.11,-0.36,0.1,0.117,-0.036,0,,,
6.13,-0.09,-0.36,0.04,0.119,-0.037,0,,,
6.1308,-0.06,-0.43,-0.04,0.122,-0.037,0,,,
6.1317,-0.1,-0.44,0,0.121,-0.038,0,,,
6.1325,-0.06,-0.46,0.09,0.125,-0.036,0,,,
6.1333,-0.03,-0.54,0.34,0.125,-0.038,0,,,
6.1342,-0.11,-0.54,0.32,0.12,-0.038,0,,,
6.135,-0.12,-0.41,0.25,0.113,-0.035,0,,,
6.1358,-0.05,-0.34,0.45,0.112,-0.036,-0.001,,,
6.1367,-0.12,-0.34,0.27,0.105,-0.039,0,,,
6.1375,-0.14,-0.23,0.07,0.094,-0.035,0,,,
6.1383,0,-0.15,0.22,0.089,-0.032,-0.002,,,
6.1392,-0.02,-0.14,0.24,0.085,-0.035,-0.001,,,
6.14,-0.04,-0.09,0.18,0.079,-0.034,-0.002,,,
6.1408,-0.04,-0.02,0.32,0.073,-0.033,-0.003,,,
6.1417,-0.06,-0.03,0.26,0.07,-0.034,-0.004,,,
6.1425,-0.13,-0.01,0.07,0.066,-0.036,-0.004,,,
6.1433,-0.2,-0.02,0.13,0.063,-0.035,-0.005,,,
6.1442,-0.19,-0.17,0.1,0.064,-0.035,-0.005,,,
6.145,-0.17,-0.23,0.13,0.06,-0.036,-0.005,,,
6.1458,-0.25,-0.21,0.04,0.052,-0.037,-0.006,,,
6.1467,-0.22,-0.15,0.08,0.049,-0.033,-0.006,,,
6.1475,-0.15,-0.17,0.39,0.046,-0.028,-0.006,,,
6.1483,-0.16,-0.13,0.27,0.037,-0.029,-0.006,,,
6.1492,-0.16,0.04,0.25,0.028,-0.023,-0.006,,,
6.15,-0.06,0.08,0.21,0.023,-0.014,-0.007,,,
6.1508,0.05,0.15,0.23,0.015,-0.007,-0.007,,,
6.1517,0.11,0.19,0.21,0.01,-0.002,-0.006,,,
6.1525,0.2,0.2,0.38,0.005,0.004,-0.006,,,
6.1533,0.18,0.2,0.38,0,0.006,-0.006,,,
6.1542,0.18,0.31,0.36,-0.005,0.007,-0.006,,,
6.155,0.15,0.3,0.39,-0.006,0.008,-0.006,,,
6.1558,0.18,0.32,0.57,-0.007,0.009,-0.006,,,
6.1567,0.2,0.31,0.66,-0.007,0.011,-0.006,,,
6.1575,0.19,0.31,0.77,-0.008,0.01,-0.005,,,
6.1583,0.15,0.27,0.86,-0.006,0.009,-0.005,,,
6.1592,0.18,0.25,0.86,-0.005,0.01,-0.005,,,
6.16,0.17,0.25,0.81,-0.006,0.01,-0.005,,,
6.1608,0.19,0.26,0.75,-0.005,0.01,-0.004,,,
6.1617,0.18,0.25,0.69,-0.006,0.009,-0.004,,,
6.1625,0.14,0.23,0.54,-0.005,0.008,-0.003,,,
6.1633,0.13,0.22,0.41,-0.005,0.007,-0.003,,,
6.1642,0.11,0.19,0.36,-0.004,0.006,-0.002,,,
6.165,0.13,0.17,0.41,-0.002,0.006,-0.002,,,
6.1658,0.07,0.12,0.43,-0.002,0.002,-0.001,,,
6.1667,0.01,0.11,0.41,-0.001,-0.001,-0.001,,,
6.1675,-0.03,0.08,0.44,0.001,-0.002,-0.001,,,
6.1683,-0.02,0.07,0.48,0.002,-0.003,0,,,
6.1692,-0.03,0.07,0.54,0.001,-0.004,0,,,
6.17,-0.07,0.09,0.5,0.002,-0.005,0,,,
6.1708,-0.06,0.09,0.51,0.001,-0.007,0,,,
6.1717,-0.08,0.11,0.5,0,-0.007,0,,,
6.1725,-0.05,0.16,0.62,-0.001,-0.005,0,,,
6.1733,-0.06,0.19,0.58,-0.002,-0.005,0.001,,,
6.1742,-0.03,0.22,0.53,-0.004,-0.004,0,,,
6.175,-0.03,0.21,0.46,-0.006,-0.004,0,,,
6.1758,-0.02,0.21,0.47,-0.005,-0.004,0,,,
6.1767,0.01,0.21,0.47,-0.005,-0.003,0,,,
6.1775,0,0.23,0.49,-0.006,-0.003,0.001,,,
6.1783,0.02,0.2,0.62,-0.006,-0.002,0,,,
6.1792,0,0.24,0.63,-0.004,-0.002,0,,,
6.18,-0.04,0.27,0.53,-0.006,-0.003,0,,,
6.1808,-0.05,0.3,0.27,-0.009,-0.004,0.001,,,
6.1817,0.02,0.28,0.06,-0.01,-0.001,0,,,
6.1825,0.1,0.21,0.1,-0.007,0.002,0.001,,,
6.1833,0.06,0.21,0.16,-0.007,0.002,0.001,,,
6.1842,0.05,0.16,0.25,-0.003,0.004,0.001,,,
6.185,0.04,0.12,0.3,0.002,0.005,0.002,,,
6.1858,0.03,0.12,0.22,0.003,0.008,0.003,,,
6.1867,0.1,0.04,0.15,0.006,0.012,0.004,,,
6.1875,0.13,-0.02,0.12,0.013,0.015,0.004,,,
6.1883,0.14,-0.1,0.07,0.015,0.015,0.005,,,
6.1892,0.16,-0.18,0.08,0.02,0.019,0.005,,,
6.19,0.15,-0.16,0.06,0.022,0.021,0.006,,,
6.1908,0.15,-0.11,-0.08,0.019,0.023,0.006,,,
6.1917,0.18,-0.07,-0.05,0.018,0.025,0.006,,,
6.1925,0.15,-0.06,0.03,0.02,0.024,0.005,,,
6.1933,0.17,-0.06,0.02,0.017,0.023,0.005,,,
6.1942,0.14,-0.05,0.06,0.016,0.022,0.004,,,
6.195,0.08,-0.01,0.1,0.016,0.018,0.003,,,
6.1958,0.05,0.1,-0.02,0.011,0.015,0.002,,,
6.1967,0,0.11,-0.21,0.008,0.01,0.002,,,
6.1975,0.01,0.07,-0.17,0.009,0.008,0.002,,,
6.1983,0.01,0.09,-0.14,0.006,0.007,0.001,,,
6.1992,-0.02,0.05,-0.04,0.006,0.004,0.002,,,
6.2,-0.02,0.07,0.2,0.006,0.005,0.002,,,
6.2008,-0.02,0.08,0.27,0.008,0.005,0.001,,,
6.2017,-0.05,0.15,0.18,0.008,0.004,0.001,,,
6.2025,-0.08,0.1,-0.07,0.008,0.006,0.002,,,
6.2033,0,0.08,0.05,0.01,0.01,0.002,,,
6.2042,0.09,0.01,-0.14,0.012,0.013,0.002,,,
6.205,0.14,-0.09,0.12,0.017,0.019,0.003,,,
6.2058,0.19,-0.08,0.1,0.023,0.026,0.001,,,
6.2067,0.2,-0.06,0.06,0.022,0.029,0.003,,,
6.2075,0.23,-0.04,-0.02,0.026,0.031,0.002,,,
6.2083,0.22,-0.06,0.08,0.025,0.031,0.004,,,
6.2092,0.26,-0.03,0.16,0.028,0.03,0.001,,,
6.21,0.27,-0.06,0.31,0.034,0.026,0.003,,,
6.2108,0.21,-0.09,0.29,0.046,0.018,0,,,
6.2117,0.12,-0.19,0.25,0.055,0.009,0.002,,,
6.2125,0.03,-0.23,0.32,0.067,0.002,0,,,
6.2133,0.03,-0.31,0.37,0.079,-0.005,0.001,,,
6.2142,-0.05,-0.32,0.38,0.089,-0.014,-0.001,,,
6.215,-0.04,-0.39,0.28,0.102,-0.021,0,,,
6.2158,-0.15,-0.43,0.24,0.111,-0.028,-0.001,,,
6.2167,-0.13,-0.42,0.21,0.122,-0.035,-0.002,,,
6.2175,-0.2,-0.44,0.31,0.133,-0.04,-0.002,,,
6.2183,-0.17,-0.51,0.27,0.145,-0.044,-0.003,,,
6.2192,-0.22,-0.55,0.11,0.152,-0.047,-0.002,,,
6.22,-0.19,-0.57,-0.02,0.16,-0.051,-0.003,,,
6.2208,-0.22,-0.6,-0.02,0.169,-0.052,-0.003,,,
6.2217,-0.16,-0.64,0.13,0.177,-0.054,-0.003,,,
6.2225,-0.19,-0.72,0.16,0.183,-0.056,-0.004,,,
6.2233,-0.16,-0.73,0.28,0.184,-0.056,-0.004,,,
6.2242,-0.19,-0.71,0.5,0.19,-0.056,-0.004,,,
6.225,-0.12,-0.71,0.67,0.191,-0.058,-0.004,,,
6.2258,-0.17,-0.68,0.56,0.19,-0.06,-0.005,,,
6.2267,-0.23,-0.64,0.22,0.182,-0.057,-0.003,,,
6.2275,-0.07,-0.46,0.16,0.175,-0.054,-0.006,,,
6.2283,-0.05,-0.44,0.2,0.174,-0.056,-0.005,,,
6.2292,0.01,-0.4,0.09,0.168,-0.056,-0.006,,,
6.23,0,-0.33,0.29,0.161,-0.054,-0.006,,,
6.2308,-0.02,-0.35,0.6,0.162,-0.056,-0.005,,,
6.2317,-0.08,-0.35,0.4,0.153,-0.06,-0.006,,,
6.2325,-0.2,-0.2,0.14,0.138,-0.062,-0.007,,,
6.2333,-0.25,-0.12,0.02,0.135,-0.061,-0.007,,,
6.2342,-0.15,-0.21,0.08,0.132,-0.06,-0.006,,,
6.235,-0.26,-0.34,0.23,0.13,-0.064,-0.006,,,
6.2358,-0.28,-0.47,0.34,0.131,-0.065,-0.006,,,
6.2367,-0.3,-0.54,0.54,0.122,-0.064,-0.007,,,
6.2375,-0.38,-0.44,0.44,0.113,-0.062,-0.009,,,
6.2383,-0.31,-0.25,0.25,0.098,-0.057,-0.007,,,
6.2392,-0.3,-0.11,0.19,0.087,-0.052,-0.008,,,
6.24,-0.16,-0.04,0.26,0.08,-0.043,-0.007,,,
6.2408,-0.06,-0.08,0.3,0.072,-0.036,-0.006,,,
6.2417,0.02,-0.05,0.32,0.061,-0.031,-0.006,,,
6.2425,-0.01,-0.01,0.1,0.051,-0.026,-0.007,,,
6.2433,0.08,0.18,0.11,0.04,-0.018,-0.008,,,
6.2442,0.15,0.2,0.34,0.036,-0.01,-0.006,,,
6.245,0.22,0.21,0.48,0.028,-0.009,-0.007,,,
6.2458,0.1,0.2,0.41,0.022,-0.008,-0.006,,,
6.2467,0.13,0.24,0.64,0.018,-0.004,-0.007,,,
6.2475,0.13,0.13,0.75,0.016,-0.002,-0.006,,,
6.2483,0.12,0.2,0.73,0.008,-0.003,-0.007,,,
6.2492,0.09,0.2,0.71,0.006,0.001,-0.006,,,
6.25,0.15,0.21,0.73,0.002,0.003,-0.006,,,
6.2508,0.13,0.18,0.66,-0.001,0.004,-0.006,,,
6.2517,0.11,0.17,0.49,0,0.004,-0.005,,,
6.2525,0.12,0.1,0.38,0,0.004,-0.005,,,
6.2533,0.12,0.08,0.28,-0.001,0.004,-0.005,,,
6.2542,0.1,0.11,0.36,-0.002,0.001,-0.004,,,
6.255,0.07,0.07,0.45,0,0.001,-0.003,,,
6.2558,0.08,0.09,0.45,-0.001,0.001,-0.004,,,
6.2567,0.04,0.1,0.4,-0.001,0,-0.003,,,
6.2575,0.05,0.11,0.44,0,0,-0.002,,,
6.2583,0.03,0.1,0.46,-0.002,-0.002,-0.003,,,
6.2592,0.04,0.14,0.53,-0.002,-0.001,-0.002,,,
6.26,0.07,0.14,0.68,-0.001,-0.001,-0.002,,,
6.2608,0.05,0.12,0.68,-0.002,-0.002,-0.002,,,
6.2617,0,0.18,0.62,-0.005,-0.004,-0.002,,,
6.2625,-0.05,0.22,0.53,-0.005,-0.004,-0.001,,,
6.2633,-0.01,0.21,0.51,-0.005,-0.004,-0.002,,,
6.2642,-0.04,0.2,0.42,-0.006,-0.005,-0.002,,,
6.265,0,0.18,0.38,-0.007,-0.003,-0.002,,,
6.2658,-0.01,0.19,0.35,-0.006,-0.004,-0.002,,,
6.2667,0.02,0.19,0.42,-0.007,-0.005,-0.002,,,
6.2675,-0.04,0.21,0.53,-0.006,-0.005,-0.002,,,
6.2683,-0.02,0.23,0.59,-0.007,-0.004,-0.002,,,
6.2692,-0.03,0.29,0.6,-0.008,-0.004,-0.002,,,
6.27,0,0.28,0.64,-0.009,-0.003,-0.003,,,
6.2708,0,0.25,0.52,-0.008,-0.001,-0.002,,,
6.2717,0,0.3,0.16,-0.011,-0.002,-0.003,,,
6.2725,0.02,0.25,0.08,-0.012,-0.001,-0.003,,,
6.2733,0.05,0.19,0.22,-0.007,0,-0.003,,,
6.2742,0.09,0.2,0.35,-0.007,-0.001,-0.002,,,
6.275,0.06,0.23,0.51,-0.008,-0.001,-0.003,,,
6.2758,0,0.19,0.41,-0.003,-0.003,-0.002,,,
6.2767,-0.06,0.2,0.19,-0.004,-0.005,-0.002,,,
6.2775,-0.08,0.12,0.11,-0.001,-0.004,-0.002,,,
6.2783,-0.02,-0.02,0.11,0.005,-0.002,-0.001,,,
6.2792,0.05,-0.09,0.19,0.008,-0.001,0,,,
6.28,0.04,-0.09,0.07,0.006,0,0.002,,,
6.2808,0.12,-0.13,0.18,0.011,0.009,0.001,,,
6.2817,0.21,-0.09,0.2,0.01,0.001,0.003,,,
6.2825,-0.05,0.01,0.04,0.006,-0.002,0.002,,,
6.2833,0.07,-0.15,0.33,0.012,0.007,0.001,,,
6.2842,0.13,-0.03,0.28,0.005,0.007,0.002,,,
6.285,0.16,0.05,0.02,0.003,0.004,0.001,,,
6.2858,0.11,0.05,0.29,0.003,0.009,0.002,,,
6.2867,0.22,0.1,0.06,-0.001,0.009,0.001,,,
6.2875,0.17,0.1,-0.07,0.002,0.003,-0.001,,,
6.2883,0.09,-0.05,-0.26,0.002,0.005,0.002,,,
6.2892,0.05,0.23,-0.58,-0.015,0.005,0.001,,,
6.29,0.1,0.26,-0.81,-0.012,0.002,-0.002,,,
6.2908,0.16,0.04,0.03,0.002,0.003,0,,,
6.2917,0.11,0.01,0.16,0.001,-0.002,0,,,
6.2925,-0.04,0.07,0.11,-0.001,-0.003,0,,,
6.2933,-0.04,0.02,0.34,0.004,-0.002,0,,,
6.2942,-0.04,0.1,0.3,0.003,-0.004,0.001,,,
6.295,-0.06,0.12,-0.02,0.001,-0.005,0,,,
6.2958,0.04,-0.04,0.08,0.006,-0.001,-0.001,,,
6.2967,0.09,-0.1,0.03,0.007,0,0.001,,,
6.2975,0,0.02,-0.13,0.002,-0.005,0,,,
6.2983,-0.07,0,-0.02,0.002,-0.004,0,,,
6.2992,0.02,0.05,0.18,0.003,0.002,0,,,
6.3,0.07,0.17,0.03,-0.002,0,-0.001,,,
6.3008,0.04,0.12,0.06,0,-0.001,-0.001,,,
6.3017,0.02,0.03,0.23,0.003,-0.002,-0.002,,,
6.3025,0,0.05,0.19,0,0,-0.001,,,
6.3033,0.07,0.04,0.13,0.002,0,-0.003,,,
6.3042,0.06,-0.02,0.24,0.005,0.001,-0.002,,,
6.305,0.04,0.01,0.25,0.004,0.001,-0.003,,,
6.3058,0.1,0.04,0.21,0.002,0.001,-0.002,,,
6.3067,0.1,0,0.33,0.005,0.001,-0.003,,,
6.3075,0.08,-0.01,0.32,0.008,0,-0.002,,,
6.3083,0.03,-0.06,0.26,0.009,-0.001,-0.002,,,
6.3092,0.06,-0.1,0.21,0.008,0,-0.002,,,
6.31,0.09,-0.05,0.19,0.01,0.002,-0.003,,,
6.3108,0.03,-0.04,-0.05,0.011,-0.002,-0.001,,,
6.3117,0.05,-0.11,-0.11,0.015,-0.004,-0.002,,,
6.3125,0.05,-0.13,-0.14,0.019,-0.005,-0.002,,,
6.3133,-0.02,-0.15,-0.2,0.025,-0.01,-0.002,,,
6.3142,-0.03,-0.17,-0.01,0.031,-0.016,-0.001,,,
6.315,-0.09,-0.19,0.27,0.039,-0.021,-0.002,,,
6.3158,-0.09,-0.16,0.39,0.047,-0.026,-0.002,,,
6.3167,-0.09,-0.15,0.49,0.054,-0.03,-0.001,,,
6.3175,-0.12,-0.11,0.4,0.06,-0.031,-0.002,,,
6.3183,-0.15,-0.04,0.07,0.061,-0.039,-0.002,,,
6.3192,0.01,-0.04,0.15,0.069,-0.035,0,,,
6.32,0,-0.17,0.03,0.075,-0.037,-0.002,,,
6.3208,-0.04,-0.21,0.16,0.083,-0.044,-0.001,,,
6.3217,-0.13,-0.26,0.31,0.088,-0.05,-0.002,,,
6.3225,-0.21,-0.21,0.16,0.09,-0.056,-0.004,,,
6.3233,-0.28,-0.14,0.01,0.09,-0.064,-0.004,,,
6.3242,-0.3,-0.14,-0.04,0.093,-0.068,-0.002,,,
6.325,-0.27,-0.17,0,0.1,-0.07,-0.004,,,
6.3258,-0.25,-0.32,0.12,0.105,-0.074,-0.002,,,
6.3267,-0.33,-0.38,0.13,0.11,-0.079,-0.004,,,
6.3275,-0.37,-0.4,0.46,0.117,-0.084,-0.003,,,
6.3283,-0.43,-0.43,0.52,0.121,-0.088,-0.004,,,
6.3292,-0.46,-0.31,0.39,0.118,-0.09,-0.005,,,
6.33,-0.43,-0.26,0.39,0.118,-0.088,-0.003,,,
6.3308,-0.3,-0.23,0.23,0.122,-0.081,-0.003,,,
6.3317,-0.16,-0.31,0.1,0.123,-0.074,-0.002,,,
6.3325,-0.07,-0.33,0.23,0.128,-0.068,-0.003,,,
6.3333,-0.11,-0.52,0.22,0.13,-0.067,-0.001,,,
6.3342,-0.12,-0.37,0.29,0.123,-0.064,-0.005,,,
6.335,-0.02,-0.33,0.38,0.121,-0.056,-0.003,,,
6.3358,-0.01,-0.2,0.58,0.116,-0.054,-0.004,,,
6.3367,-0.08,-0.2,0.56,0.112,-0.057,-0.002,,,
6.3375,-0.03,-0.06,0.64,0.103,-0.053,-0.004,,,
6.3383,0.01,-0.12,0.69,0.101,-0.05,-0.003,,,
6.3392,0.07,-0.04,0.72,0.095,-0.047,-0.004,,,
6.34,0.02,-0.06,0.8,0.091,-0.051,-0.004,,,
6.3408,-0.04,-0.03,0.81,0.085,-0.053,-0.004,,,
6.3417,-0.01,0.1,0.79,0.077,-0.052,-0.006,,,
6.3425,-0.07,0.08,0.7,0.073,-0.054,-0.004,,,
6.3433,-0.12,0.14,0.74,0.07,-0.057,-0.004,,,
6.3442,-0.16,0.07,0.7,0.068,-0.058,-0.004,,,
6.345,-0.17,0.08,0.57,0.063,-0.058,-0.004,,,
6.3458,-0.17,0.06,0.59,0.062,-0.057,-0.003,,,
6.3467,-0.2,-0.05,0.53,0.062,-0.058,-0.003,,,
6.3475,-0.21,-0.08,0.62,0.06,-0.057,-0.003,,,
6.3483,-0.22,-0.13,0.64,0.061,-0.054,-0.001,,,
6.3492,-0.2,-0.18,0.76,0.059,-0.05,-0.002,,,
6.35,-0.22,-0.16,0.65,0.057,-0.048,0.001,,,
6.3508,-0.17,-0.07,0.58,0.049,-0.043,0,,,
6.3517,-0.1,-0.03,0.54,0.045,-0.036,0.001,,,
6.3525,-0.09,0,0.44,0.037,-0.033,0.001,,,
6.3533,-0.1,0.03,0.4,0.032,-0.03,0.001,,,
6.3542,-0.02,-0.03,0.5,0.027,-0.023,0.001,,,
6.355,-0.02,0.04,0.48,0.022,-0.019,0.001,,,
6.3558,-0.02,0.05,0.45,0.015,-0.015,0.001,,,
6.3567,0,0.13,0.38,0.011,-0.012,0,,,
6.3575,0.01,0.11,0.45,0.006,-0.008,0.001,,,
6.3583,0.02,0.15,0.46,0.004,-0.004,-0.001,,,
6.3592,0.06,0.06,0.53,0.001,-0.002,0.001,,,
6.36,-0.02,0.17,0.57,-0.001,-0.004,-0.001,,,
6.3608,0,0.16,0.54,-0.003,-0.001,0.001,,,
6.3617,0,0.2,0.3,-0.004,0.001,0,,,
6.3625,0.04,0.19,0.14,-0.008,-0.002,0,,,
6.3633,0,0.17,0.11,-0.006,-0.005,-0.001,,,
6.3642,-0.05,0.13,0.05,-0.003,-0.003,0,,,
6.365,0.04,0.16,0.08,-0.005,-0.001,0,,,
6.3658,0.04,0.25,0.23,-0.011,-0.004,-0.001,,,
6.3667,-0.06,0.24,0.23,-0.007,-0.004,0,,,
6.3675,-0.03,0.16,0.34,-0.003,-0.002,-0.001,,,
6.3683,-0.01,0.16,0.28,-0.005,-0.003,-0.001,,,
6.3692,-0.02,0.03,0.23,0.003,-0.006,0,,,
6.37,-0.04,-0.06,0.27,0.007,-0.007,-0.001,,,
6.3708,-0.1,-0.06,0.11,0.003,-0.004,0.002,,,
6.3717,-0.01,-0.02,0.11,0.005,0,0,,,
6.3725,0.09,-0.08,0.2,0.008,0.004,0.002,,,
6.3733,0.13,-0.05,0.24,0.007,0.001,0.002,,,
6.3742,0.03,0.06,0.11,0.003,-0.002,0.001,,,
6.375,0,0.02,0.16,0.003,0.003,0.002,,,
6.3758,0.1,0.01,0.17,0.005,0.005,0,,,
6.3767,0.14,0.03,0.12,0.001,0.003,0.002,,,
6.3775,0.08,0.1,-0.04,0.002,0.002,0.001,,,
6.3783,0.07,0.13,-0.34,0.007,0.002,0.001,,,
6.3792,0.08,0.07,-0.48,0.006,-0.001,0,,,
6.38,0.03,0.02,-0.59,0,-0.002,0.001,,,
6.3808,0.05,0.04,-0.18,0.001,0.003,0.001,,,
6.3817,0.16,0.03,0.11,0.003,0.003,0.001,,,
6.3825,0.09,0.12,0.13,-0.001,-0.003,0.001,,,
6.3833,-0.03,0.11,0.19,-0.001,-0.006,0.001,,,
6.3842,-0.08,0.12,0.29,0.001,-0.001,0.001,,,
6.385,-0.03,0.14,0.19,0,-0.001,0.001,,,
6.3858,0.02,0.08,0.12,0.001,-0.002,0.002,,,
6.3867,0.06,-0.01,0.12,0.004,-0.001,0.001,,,
6.3875,0.07,-0.05,0.16,0.004,0.001,0.002,,,
6.3883,0.07,0.01,0.1,0.002,0,0.001,,,
6.3892,0.06,0.02,0.18,0.003,0,0.002,,,
6.39,0.03,0.06,0.22,0.002,0,0.001,,,
6.3908,0.03,0.1,0.21,0,0.001,0.001,,,
6.3917,0.05,0.11,0.19,0.001,-0.001,0,,,
6.3925,0.03,0.07,0.17,0.002,-0.001,0.001,,,
6.3933,0.02,0.01,0.11,0.003,0.003,0,,,
6.3942,0.14,-0.04,0.26,0.005,0.006,0,,,
6.395,0.15,0.02,0.26,0.004,-0.001,0,,,
6.3958,0.05,0.01,0.32,0.006,0,0,,,
6.3967,0.05,-0.04,0.42,0.008,0.002,-0.001,,,
6.3975,0.02,-0.01,0.28,0.005,-0.002,0,,,
6.3983,-0.06,0,0.16,0.006,-0.004,0,,,
6.3992,0.02,-0.05,0.24,0.01,-0.001,-0.002,,,
6.4,0.09,0.01,0.05,0.007,0,-0.002,,,
6.4008,0,0.06,-0.26,0.01,-0.008,0,,,
6.4017,-0.03,-0.08,-0.15,0.024,-0.012,0,,,
6.4025,0,-0.17,-0.08,0.032,-0.016,-0.002,,,
6.4033,-0.1,-0.15,-0.13,0.038,-0.023,-0.001,,,
6.4042,-0.15,-0.24,0.1,0.05,-0.027,-0.001,,,
6.405,-0.1,-0.29,0.23,0.058,-0.03,-0.002,,,
6.4058,-0.2,-0.15,0.14,0.057,-0.034,-0.002,,,
6.4067,-0.12,-0.15,0.42,0.067,-0.037,-0.001,,,
6.4075,-0.09,-0.23,0.87,0.08,-0.039,-0.001,,,
6.4083,-0.09,-0.19,0.85,0.084,-0.04,-0.001,,,
6.4092,-0.08,-0.09,0.44,0.087,-0.039,-0.002,,,
6.41,-0.04,-0.07,0.26,0.09,-0.04,-0.002,,,
6.4108,-0.01,0.03,-0.07,0.092,-0.043,-0.003,,,
6.4117,0.07,-0.03,-0.12,0.101,-0.044,-0.003,,,
6.4125,0.06,-0.16,0.23,0.112,-0.048,-0.002,,,
6.4133,0.04,-0.29,0.57,0.125,-0.055,-0.002,,,
6.4142,-0.07,-0.33,0.57,0.133,-0.061,-0.003,,,
6.415,-0.21,-0.27,0.44,0.137,-0.065,-0.004,,,
6.4158,-0.23,-0.19,0,0.136,-0.069,-0.006,,,
6.4167,-0.21,-0.21,-0.05,0.139,-0.076,-0.004,,,
6.4175,-0.29,-0.44,0.27,0.155,-0.083,-0.003,,,
6.4183,-0.26,-0.7,0.49,0.169,-0.088,-0.003,,,
6.4192,-0.4,-0.73,0.51,0.168,-0.092,-0.005,,,
6.42,-0.45,-0.65,0.39,0.169,-0.094,-0.005,,,
6.4208,-0.45,-0.49,0.33,0.168,-0.093,-0.005,,,
6.4217,-0.43,-0.4,0.2,0.166,-0.092,-0.005,,,
6.4225,-0.33,-0.42,0.1,0.164,-0.086,-0.004,,,
6.4233,-0.22,-0.5,0.16,0.165,-0.079,-0.005,,,
6.4242,-0.13,-0.46,0.28,0.162,-0.076,-0.004,,,
6.425,-0.15,-0.48,0.47,0.163,-0.073,-0.004,,,
6.4258,-0.08,-0.36,0.53,0.154,-0.069,-0.004,,,
6.4267,-0.11,-0.18,0.4,0.147,-0.063,-0.005,,,
6.4275,0,-0.1,0.54,0.14,-0.061,-0.004,,,
6.4283,-0.08,-0.17,0.53,0.141,-0.062,-0.004,,,
6.4292,-0.05,-0.19,0.58,0.137,-0.06,-0.004,,,
6.43,-0.02,-0.26,0.55,0.131,-0.057,-0.004,,,
6.4308,-0.03,-0.24,0.72,0.128,-0.056,-0.004,,,
6.4317,-0.1,-0.27,0.68,0.123,-0.06,-0.004,,,
6.4325,-0.19,-0.26,0.53,0.113,-0.059,-0.004,,,
6.4333,-0.11,-0.16,0.5,0.106,-0.054,-0.004,,,
6.4342,-0.14,-0.19,0.41,0.101,-0.053,-0.003,,,
6.435,-0.15,-0.18,0.44,0.095,-0.052,-0.003,,,
6.4358,-0.13,-0.27,0.42,0.091,-0.049,-0.002,,,
6.4367,-0.11,-0.24,0.31,0.082,-0.045,-0.002,,,
6.4375,-0.11,-0.13,0.28,0.07,-0.043,-0.002,,,
6.4383,-0.13,-0.07,0.26,0.062,-0.039,0,,,
6.4392,-0.07,-0.03,0.43,0.053,-0.034,-0.001,,,
6.44,-0.07,-0.01,0.47,0.044,-0.03,0,,,
